order_number	stage_type	from	to	material_code	quantity	start_date	end_date	lead_time	price		
4500000282	PLANT	P	V1	CC-R06	89100	2020-01-15	2020-01-16	24	1.04		
4500000282	PLANT	P	V1	CC-R05	37400	2020-01-15	2020-01-16	24	1.12		
4500000282	PLANT	P	V1	CC-R04	8800	2020-01-15	2020-01-16	24	1.24		
4500000282	PLANT	P	V1	CC-R03	7370	2020-01-15	2020-01-16	24	5.77		
4500000282	PLANT	P	V1	CC-R01	8360	2020-01-15	2020-01-16	24	2.24		
4500000282	PLANT	P	V1	CC-R02	2970	2020-01-15	2020-01-16	24	5.65		
4500000283	PLANT	P	V2	CC-P04	132000	2020-01-15	2020-01-20	72	0.14		
4500000283	PLANT	P	V2	CC-P01	88000	2020-01-15	2020-01-20	72	0.34		
4500000283	PLANT	P	V2	CC-P02	88000	2020-01-15	2020-01-20	72	0.16		
4500000283	PLANT	P	V2	CC-P03	132000	2020-01-15	2020-01-20	72	0.26		
4500000298	PLANT	P	V1	CC-R01	8360	2020-01-30	2020-01-31	24	2.06		
4500000298	PLANT	P	V1	CC-R02	2980	2020-01-30	2020-01-31	24	5.76		
4500000298	PLANT	P	V1	CC-R03	3360	2020-01-30	2020-01-31	24	5.49		
4500000298	PLANT	P	V1	CC-R04	13200	2020-01-30	2020-01-31	24	1.36		
4500000298	PLANT	P	V1	CC-R05	31200	2020-01-30	2020-01-31	24	1.06		
4500000298	PLANT	P	V1	CC-R06	74910	2020-01-30	2020-01-31	24	1.29		
4500000299	PLANT	P	V2	CC-P04	136000	2020-01-30	2020-02-03	48	0.14		
4500000299	PLANT	P	V2	CC-P01	66000	2020-01-30	2020-02-03	48	0.34		
4500000299	PLANT	P	V2	CC-P02	66000	2020-01-30	2020-02-03	48	0.16		
4500000299	PLANT	P	V2	CC-P03	136000	2020-01-30	2020-02-03	48	0.26		
4500000320	PLANT	P	V1	CC-R06	73140	2020-02-13	2020-02-18	72	1.42		
4500000320	PLANT	P	V1	CC-R05	28980	2020-02-13	2020-02-18	72	1.03		
4500000320	PLANT	P	V1	CC-R04	11500	2020-02-13	2020-02-18	72	1.38		
4500000320	PLANT	P	V1	CC-R03	2880	2020-02-13	2020-02-18	72	5.17		
4500000320	PLANT	P	V1	CC-R01	8280	2020-02-13	2020-02-18	72	1.94		
4500000320	PLANT	P	V1	CC-R02	2880	2020-02-13	2020-02-18	72	5.75		
4500000321	PLANT	P	V2	CC-P01	69000	2020-02-13	2020-02-20	120	0.34		
4500000321	PLANT	P	V2	CC-P02	69000	2020-02-13	2020-02-20	120	0.16		
4500000321	PLANT	P	V2	CC-P03	118000	2020-02-13	2020-02-20	120	0.26		
4500000321	PLANT	P	V2	CC-P04	118000	2020-02-13	2020-02-20	120	0.14		
4500000350	PLANT	P	V1	CC-R04	13800	2020-02-27	2020-03-03	72	1.47		
4500000350	PLANT	P	V1	CC-R06	106950	2020-02-27	2020-03-03	72	1.15		
4500000350	PLANT	P	V1	CC-R05	43700	2020-02-27	2020-03-03	72	0.99		
4500000350	PLANT	P	V1	CC-R02	7700	2020-02-27	2020-03-03	72	5.62		
4500000350	PLANT	P	V1	CC-R01	8740	2020-02-27	2020-03-03	72	1.88		
4500000350	PLANT	P	V1	CC-R03	3100	2020-02-27	2020-03-03	72	5.12		
4500000351	PLANT	P	V2	CC-P02	115000	2020-02-27	2020-03-02	48	0.16		
4500000351	PLANT	P	V2	CC-P03	138000	2020-02-27	2020-03-02	48	0.26		
4500000351	PLANT	P	V2	CC-P04	138000	2020-02-27	2020-03-02	48	0.14		
4500000351	PLANT	P	V2	CC-P01	115000	2020-02-27	2020-03-02	48	0.34		
4500000354	PLANT	P	V1	CC-R01	8740	2020-03-13	2020-03-18	72	1.77		
4500000354	PLANT	P	V1	CC-R02	3590	2020-03-13	2020-03-18	72	5.45		
4500000354	PLANT	P	V1	CC-R03	7710	2020-03-13	2020-03-18	72	4.99		
4500000354	PLANT	P	V1	CC-R04	13800	2020-03-13	2020-03-18	72	1.60		
4500000354	PLANT	P	V1	CC-R05	37290	2020-03-13	2020-03-18	72	0.93		
4500000354	PLANT	P	V1	CC-R06	92310	2020-03-13	2020-03-18	72	0.89		
4500000355	PLANT	P	V2	CC-P02	92000	2020-03-13	2020-03-16	24	0.16		
4500000355	PLANT	P	V2	CC-P03	142000	2020-03-13	2020-03-16	24	0.26		
4500000355	PLANT	P	V2	CC-P01	92000	2020-03-13	2020-03-16	24	0.34		
4500000355	PLANT	P	V2	CC-P04	142000	2020-03-13	2020-03-16	24	0.14		
4500000376	PLANT	P	V1	CC-R01	8050	2020-03-27	2020-03-30	24	1.71		
4500000376	PLANT	P	V1	CC-R02	7480	2020-03-27	2020-03-30	24	5.21		
4500000376	PLANT	P	V1	CC-R03	2870	2020-03-27	2020-03-30	24	4.79		
4500000376	PLANT	P	V1	CC-R04	11500	2020-03-27	2020-03-30	24	1.51		
4500000376	PLANT	P	V1	CC-R05	40250	2020-03-27	2020-03-30	24	0.93		
4500000376	PLANT	P	V1	CC-R06	102350	2020-03-27	2020-03-30	24	0.77		
4500000377	PLANT	P	V2	CC-P01	115000	2020-03-27	2020-03-30	24	0.34		
4500000377	PLANT	P	V2	CC-P02	115000	2020-03-27	2020-03-30	24	0.16		
4500000377	PLANT	P	V2	CC-P03	115000	2020-03-27	2020-03-30	24	0.26		
4500000377	PLANT	P	V2	CC-P04	115000	2020-03-27	2020-03-30	24	0.14		
4500000404	PLANT	P	V1	CC-R01	8740	2020-04-14	2020-04-20	96	1.61		
4500000404	PLANT	P	V1	CC-R06	90850	2020-04-14	2020-04-20	96	0.79		
4500000404	PLANT	P	V1	CC-R05	36800	2020-04-14	2020-04-20	96	0.69		
4500000404	PLANT	P	V1	CC-R02	7700	2020-04-14	2020-04-20	96	4.98		
4500000404	PLANT	P	V1	CC-R04	13800	2020-04-14	2020-04-20	96	1.31		
4500000404	PLANT	P	V1	CC-R03	3110	2020-04-14	2020-04-20	96	4.67		
4500000405	PLANT	P	V2	CC-P01	92000	2020-04-14	2020-04-15	24	0.34		
4500000405	PLANT	P	V2	CC-P02	92000	2020-04-14	2020-04-15	24	0.16		
4500000405	PLANT	P	V2	CC-P03	138000	2020-04-14	2020-04-15	24	0.26		
4500000405	PLANT	P	V2	CC-P04	138000	2020-04-14	2020-04-15	24	0.14		
4500000428	PLANT	P	V1	CC-R06	106950	2020-04-28	2020-04-30	48	0.99		
4500000428	PLANT	P	V1	CC-R01	8740	2020-04-28	2020-04-30	48	1.71		
4500000428	PLANT	P	V1	CC-R02	3110	2020-04-28	2020-04-30	48	4.78		
4500000428	PLANT	P	V1	CC-R03	7700	2020-04-28	2020-04-30	48	4.52		
4500000428	PLANT	P	V1	CC-R04	13800	2020-04-28	2020-04-30	48	1.46		
4500000428	PLANT	P	V1	CC-R05	43700	2020-04-28	2020-04-30	48	0.64		
4500000429	PLANT	P	V2	CC-P04	138000	2020-04-28	2020-04-29	24	0.14		
4500000429	PLANT	P	V2	CC-P03	138000	2020-04-28	2020-04-29	24	0.26		
4500000429	PLANT	P	V2	CC-P01	115000	2020-04-28	2020-04-29	24	0.34		
4500000429	PLANT	P	V2	CC-P02	115000	2020-04-28	2020-04-29	24	0.16		
4500000444	PLANT	P	V1	CC-R01	8870	2020-05-12	2020-05-13	24	1.89		
4500000444	PLANT	P	V1	CC-R02	7700	2020-05-12	2020-05-13	24	4.57		
4500000444	PLANT	P	V1	CC-R03	3110	2020-05-12	2020-05-13	24	4.52		
4500000444	PLANT	P	V1	CC-R04	13800	2020-05-12	2020-05-13	24	1.40		
4500000444	PLANT	P	V1	CC-R05	36930	2020-05-12	2020-05-13	24	0.70		
4500000444	PLANT	P	V1	CC-R06	91250	2020-05-12	2020-05-13	24	1.05		
4500000445	PLANT	P	V2	CC-P04	140000	2020-05-12	2020-05-13	24	0.14		
4500000445	PLANT	P	V2	CC-P01	92000	2020-05-12	2020-05-13	24	0.34		
4500000445	PLANT	P	V2	CC-P02	92000	2020-05-12	2020-05-13	24	0.16		
4500000445	PLANT	P	V2	CC-P03	140000	2020-05-12	2020-05-13	24	0.26		
1	CUST	H02N	02N	CC-F11	4125	2019-11-12	2019-11-12	0			
2	CUST	H02N	02N	CC-F13	7050	2020-04-17	2020-04-17	0			
3	CUST	H02N	02N	CC-F15	5167	2020-04-17	2020-04-17	0			
4	CUST	H02N	02N	CC-F16	3334	2019-11-12	2019-11-12	0			
5	CUST	H02S	02S	CC-F11	2033	2019-07-26	2019-07-26	0			
6	CUST	H02S	02S	CC-F11	3000	2019-08-30	2019-08-30	0			
7	CUST	H02S	02S	CC-F11	1434	2019-11-06	2019-11-06	0			
8	CUST	H02S	02S	CC-F11	3581	2020-02-10	2020-02-10	0			
9	CUST	H02S	02S	CC-F11	3248	2020-02-24	2020-02-24	0			
10	CUST	H02S	02S	CC-F11	2969	2020-02-26	2020-02-26	0			
11	CUST	H02S	02S	CC-F11	3871	2020-03-04	2020-03-04	0			
12	CUST	H02S	02S	CC-F11	4258	2020-04-09	2020-04-09	0			
13	CUST	H02S	02S	CC-F11	4967	2020-05-08	2020-05-08	0			
14	CUST	H02S	02S	CC-F12	2250	2019-07-26	2019-07-26	0			
15	CUST	H02S	02S	CC-F12	3928	2019-08-07	2019-08-07	0			
16	CUST	H02S	02S	CC-F12	3000	2019-08-13	2019-08-13	0			
17	CUST	H02S	02S	CC-F12	3750	2019-08-28	2019-08-28	0			
18	CUST	H02S	02S	CC-F12	3859	2019-10-11	2019-10-11	0			
19	CUST	H02S	02S	CC-F12	3130	2019-11-08	2019-11-08	0			
20	CUST	H02S	02S	CC-F12	5098	2019-11-21	2019-11-21	0			
21	CUST	H02S	02S	CC-F12	6038	2019-12-20	2019-12-20	0			
22	CUST	H02S	02S	CC-F12	2763	2019-12-30	2019-12-30	0			
23	CUST	H02S	02S	CC-F12	2481	2020-01-17	2020-01-17	0			
24	CUST	H02S	02S	CC-F12	2753	2020-01-28	2020-01-28	0			
25	CUST	H02S	02S	CC-F12	2550	2020-02-10	2020-02-10	0			
26	CUST	H02S	02S	CC-F12	5393	2020-02-26	2020-02-26	0			
27	CUST	H02S	02S	CC-F12	3501	2020-03-26	2020-03-26	0			
28	CUST	H02S	02S	CC-F12	3210	2020-05-06	2020-05-06	0			
29	CUST	H02S	02S	CC-F12	3492	2020-05-12	2020-05-12	0			
30	CUST	H02S	02S	CC-F13	3750	2019-08-09	2019-08-09	0			
31	CUST	H02S	02S	CC-F13	1500	2019-08-13	2019-08-13	0			
32	CUST	H02S	02S	CC-F13	3687	2019-08-28	2019-08-28	0			
33	CUST	H02S	02S	CC-F13	2865	2019-11-08	2019-11-08	0			
34	CUST	H02S	02S	CC-F13	6987	2020-04-14	2020-04-14	0			
35	CUST	H02S	02S	CC-F14	3063	2019-08-13	2019-08-13	0			
36	CUST	H02S	02S	CC-F14	4500	2019-08-30	2019-08-30	0			
37	CUST	H02S	02S	CC-F14	1500	2019-11-06	2019-11-06	0			
38	CUST	H02S	02S	CC-F14	1544	2019-11-21	2019-11-21	0			
39	CUST	H02S	02S	CC-F14	4250	2019-12-18	2019-12-18	0			
40	CUST	H02S	02S	CC-F14	2424	2019-12-30	2019-12-30	0			
41	CUST	H02S	02S	CC-F14	4444	2020-01-31	2020-01-31	0			
42	CUST	H02S	02S	CC-F14	3481	2020-02-24	2020-02-24	0			
43	CUST	H02S	02S	CC-F14	7227	2020-03-05	2020-03-05	0			
44	CUST	H02S	02S	CC-F14	4187	2020-03-12	2020-03-12	0			
45	CUST	H02S	02S	CC-F14	7098	2020-03-26	2020-03-26	0			
46	CUST	H02S	02S	CC-F14	5000	2020-04-09	2020-04-09	0			
47	CUST	H02S	02S	CC-F14	4668	2020-04-29	2020-04-29	0			
48	CUST	H02S	02S	CC-F15	5095	2019-10-11	2019-10-11	0			
49	CUST	H02S	02S	CC-F15	8232	2020-01-28	2020-01-28	0			
50	CUST	H02S	02S	CC-F15	4034	2020-02-10	2020-02-10	0			
51	CUST	H02S	02S	CC-F15	7788	2020-05-12	2020-05-12	0			
52	CUST	H02S	02S	CC-F16	2250	2019-08-07	2019-08-07	0			
53	CUST	H02S	02S	CC-F16	3000	2019-08-14	2019-08-14	0			
54	CUST	H02S	02S	CC-F16	2250	2019-08-23	2019-08-23	0			
55	CUST	H02S	02S	CC-F16	3750	2019-11-15	2019-11-15	0			
56	CUST	H02S	02S	CC-F16	2500	2019-12-20	2019-12-20	0			
57	CUST	H02S	02S	CC-F16	4548	2020-01-17	2020-01-17	0			
58	CUST	H02S	02S	CC-F16	3750	2020-01-31	2020-01-31	0			
59	CUST	H02S	02S	CC-F16	2212	2020-02-24	2020-02-24	0			
60	CUST	H02S	02S	CC-F16	2500	2020-03-05	2020-03-05	0			
61	CUST	H02S	02S	CC-F16	3079	2020-03-12	2020-03-12	0			
62	CUST	H02S	02S	CC-F16	3750	2020-04-14	2020-04-14	0			
63	CUST	H02S	02S	CC-F16	6681	2020-04-23	2020-04-23	0			
64	CUST	H02S	02S	CC-F16	2288	2020-04-29	2020-04-29	0			
65	CUST	H02S	02S	CC-F16	3750	2020-05-06	2020-05-06	0			
66	CUST	H02S	02S	CC-F16	2500	2020-05-08	2020-05-08	0			
67	CUST	H02W	02W	CC-F11	6978	2019-11-22	2019-11-22	0			
68	CUST	H02W	02W	CC-F11	7761	2020-01-14	2020-01-14	0			
69	CUST	H02W	02W	CC-F11	7024	2020-02-18	2020-02-18	0			
70	CUST	H02W	02W	CC-F11	5085	2020-03-05	2020-03-05	0			
71	CUST	H02W	02W	CC-F11	6168	2020-04-29	2020-04-29	0			
72	CUST	H02W	02W	CC-F12	5716	2019-08-08	2019-08-08	0			
73	CUST	H02W	02W	CC-F12	3764	2019-08-26	2019-08-26	0			
74	CUST	H02W	02W	CC-F12	3007	2019-11-22	2019-11-22	0			
75	CUST	H02W	02W	CC-F12	2536	2020-01-14	2020-01-14	0			
76	CUST	H02W	02W	CC-F12	3037	2020-02-18	2020-02-18	0			
77	CUST	H02W	02W	CC-F12	2913	2020-03-05	2020-03-05	0			
78	CUST	H02W	02W	CC-F12	9086	2020-04-03	2020-04-03	0			
79	CUST	H02W	02W	CC-F12	3355	2020-04-23	2020-04-23	0			
80	CUST	H02W	02W	CC-F12	2917	2020-04-29	2020-04-29	0			
81	CUST	H02W	02W	CC-F12	3029	2020-05-11	2020-05-11	0			
82	CUST	H02W	02W	CC-F13	3149	2020-02-27	2020-02-27	0			
83	CUST	H02W	02W	CC-F16	2503	2020-02-27	2020-02-27	0			
84	CUST	H02W	02W	CC-F16	4008	2020-04-23	2020-04-23	0			
85	CUST	H02W	02W	CC-F16	3000	2020-05-11	2020-05-11	0			
86	CUST	GC02N	02N	CC-F01	5073	2019-07-31	2019-07-31	0			
87	CUST	GC02N	02N	CC-F01	3550	2019-08-16	2019-08-16	0			
88	CUST	GC02N	02N	CC-F01	3750	2019-08-23	2019-08-23	0			
89	CUST	GC02N	02N	CC-F01	5250	2019-09-03	2019-09-03	0			
90	CUST	GC02N	02N	CC-F01	4500	2019-09-11	2019-09-11	0			
91	CUST	GC02N	02N	CC-F01	3750	2019-09-25	2019-09-25	0			
92	CUST	GC02N	02N	CC-F01	3000	2019-10-01	2019-10-01	0			
93	CUST	GC02N	02N	CC-F01	4500	2019-10-09	2019-10-09	0			
94	CUST	GC02N	02N	CC-F01	3167	2019-10-22	2019-10-22	0			
95	CUST	GC02N	02N	CC-F01	3750	2019-10-29	2019-10-29	0			
96	CUST	GC02N	02N	CC-F01	3000	2019-11-08	2019-11-08	0			
97	CUST	GC02N	02N	CC-F01	3750	2019-11-15	2019-11-15	0			
98	CUST	GC02N	02N	CC-F01	3000	2019-11-21	2019-11-21	0			
99	CUST	GC02N	02N	CC-F01	3000	2019-12-04	2019-12-04	0			
100	CUST	GC02N	02N	CC-F01	3000	2019-12-25	2019-12-25	0			
101	CUST	GC02N	02N	CC-F01	3000	2019-12-31	2019-12-31	0			
102	CUST	GC02N	02N	CC-F01	4500	2020-01-20	2020-01-20	0			
103	CUST	GC02N	02N	CC-F01	3000	2020-01-30	2020-01-30	0			
104	CUST	GC02N	02N	CC-F01	4000	2020-02-10	2020-02-10	0			
105	CUST	GC02N	02N	CC-F01	3766	2020-02-17	2020-02-17	0			
106	CUST	GC02N	02N	CC-F01	2567	2020-02-20	2020-02-20	0			
107	CUST	GC02N	02N	CC-F01	3000	2020-02-27	2020-02-27	0			
108	CUST	GC02N	02N	CC-F01	2000	2020-03-05	2020-03-05	0			
109	CUST	GC02N	02N	CC-F01	3010	2020-03-27	2020-03-27	0			
110	CUST	GC02N	02N	CC-F01	4000	2020-04-07	2020-04-07	0			
111	CUST	GC02N	02N	CC-F01	4000	2020-04-15	2020-04-15	0			
112	CUST	GC02N	02N	CC-F01	2000	2020-04-17	2020-04-17	0			
113	CUST	GC02N	02N	CC-F01	1000	2020-04-28	2020-04-28	0			
114	CUST	GC02N	02N	CC-F01	3667	2020-05-08	2020-05-08	0			
115	CUST	GC02N	02N	CC-F02	1500	2019-07-09	2019-07-09	0			
116	CUST	GC02N	02N	CC-F02	3000	2019-07-29	2019-07-29	0			
117	CUST	GC02N	02N	CC-F02	3000	2019-08-02	2019-08-02	0			
118	CUST	GC02N	02N	CC-F02	3000	2019-08-20	2019-08-20	0			
119	CUST	GC02N	02N	CC-F02	2250	2019-08-23	2019-08-23	0			
120	CUST	GC02N	02N	CC-F02	2250	2019-08-28	2019-08-28	0			
121	CUST	GC02N	02N	CC-F02	3000	2019-09-03	2019-09-03	0			
122	CUST	GC02N	02N	CC-F02	3750	2019-09-10	2019-09-10	0			
123	CUST	GC02N	02N	CC-F02	2250	2019-09-13	2019-09-13	0			
124	CUST	GC02N	02N	CC-F02	3596	2019-09-20	2019-09-20	0			
125	CUST	GC02N	02N	CC-F02	3904	2019-09-27	2019-09-27	0			
126	CUST	GC02N	02N	CC-F02	2250	2019-10-02	2019-10-02	0			
127	CUST	GC02N	02N	CC-F02	3750	2019-10-09	2019-10-09	0			
128	CUST	GC02N	02N	CC-F02	3166	2019-10-22	2019-10-22	0			
129	CUST	GC02N	02N	CC-F02	3000	2019-10-28	2019-10-28	0			
130	CUST	GC02N	02N	CC-F02	3000	2019-11-01	2019-11-01	0			
131	CUST	GC02N	02N	CC-F02	2996	2019-11-07	2019-11-07	0			
132	CUST	GC02N	02N	CC-F02	3589	2019-11-15	2019-11-15	0			
133	CUST	GC02N	02N	CC-F02	2748	2019-11-25	2019-11-25	0			
134	CUST	GC02N	02N	CC-F02	3000	2019-11-29	2019-11-29	0			
135	CUST	GC02N	02N	CC-F02	3750	2019-12-06	2019-12-06	0			
136	CUST	GC02N	02N	CC-F02	2710	2019-12-18	2019-12-18	0			
137	CUST	GC02N	02N	CC-F02	2540	2019-12-23	2019-12-23	0			
138	CUST	GC02N	02N	CC-F02	3000	2019-12-27	2019-12-27	0			
139	CUST	GC02N	02N	CC-F02	2250	2020-01-02	2020-01-02	0			
140	CUST	GC02N	02N	CC-F02	2400	2020-01-08	2020-01-08	0			
141	CUST	GC02N	02N	CC-F02	1350	2020-01-09	2020-01-09	0			
142	CUST	GC02N	02N	CC-F02	2577	2020-01-15	2020-01-15	0			
143	CUST	GC02N	02N	CC-F02	3046	2020-01-20	2020-01-20	0			
144	CUST	GC02N	02N	CC-F02	2358	2020-02-03	2020-02-03	0			
145	CUST	GC02N	02N	CC-F02	2865	2020-02-06	2020-02-06	0			
146	CUST	GC02N	02N	CC-F02	2111	2020-02-11	2020-02-11	0			
147	CUST	GC02N	02N	CC-F02	2968	2020-02-20	2020-02-20	0			
148	CUST	GC02N	02N	CC-F02	2032	2020-02-21	2020-02-21	0			
149	CUST	GC02N	02N	CC-F02	2000	2020-02-25	2020-02-25	0			
150	CUST	GC02N	02N	CC-F02	3000	2020-02-28	2020-02-28	0			
151	CUST	GC02N	02N	CC-F02	2766	2020-03-04	2020-03-04	0			
152	CUST	GC02N	02N	CC-F02	2890	2020-03-10	2020-03-10	0			
153	CUST	GC02N	02N	CC-F02	2344	2020-03-12	2020-03-12	0			
154	CUST	GC02N	02N	CC-F02	2186	2020-03-31	2020-03-31	0			
155	CUST	GC02N	02N	CC-F02	3137	2020-04-21	2020-04-21	0			
156	CUST	GC02N	02N	CC-F02	2364	2020-05-01	2020-05-01	0			
157	CUST	GC02N	02N	CC-F02	3000	2020-05-06	2020-05-06	0			
158	CUST	GC02N	02N	CC-F02	3000	2020-05-11	2020-05-11	0			
159	CUST	GC02N	02N	CC-F03	3000	2019-08-07	2019-08-07	0			
160	CUST	GC02N	02N	CC-F03	3000	2019-08-16	2019-08-16	0			
161	CUST	GC02N	02N	CC-F03	2250	2019-08-21	2019-08-21	0			
162	CUST	GC02N	02N	CC-F03	2250	2019-08-26	2019-08-26	0			
163	CUST	GC02N	02N	CC-F03	4178	2019-09-03	2019-09-03	0			
164	CUST	GC02N	02N	CC-F03	3000	2019-09-13	2019-09-13	0			
165	CUST	GC02N	02N	CC-F03	3249	2019-09-20	2019-09-20	0			
166	CUST	GC02N	02N	CC-F03	2250	2019-09-25	2019-09-25	0			
167	CUST	GC02N	02N	CC-F03	3000	2019-10-01	2019-10-01	0			
168	CUST	GC02N	02N	CC-F03	3227	2019-10-08	2019-10-08	0			
169	CUST	GC02N	02N	CC-F03	2690	2019-10-15	2019-10-15	0			
170	CUST	GC02N	02N	CC-F03	3265	2019-10-28	2019-10-28	0			
171	CUST	GC02N	02N	CC-F03	2784	2019-11-05	2019-11-05	0			
172	CUST	GC02N	02N	CC-F03	2466	2019-11-08	2019-11-08	0			
173	CUST	GC02N	02N	CC-F03	1833	2019-11-21	2019-11-21	0			
174	CUST	GC02N	02N	CC-F03	1500	2019-11-26	2019-11-26	0			
175	CUST	GC02N	02N	CC-F03	2250	2019-11-29	2019-11-29	0			
176	CUST	GC02N	02N	CC-F03	3239	2019-12-06	2019-12-06	0			
177	CUST	GC02N	02N	CC-F03	3511	2019-12-12	2019-12-12	0			
178	CUST	GC02N	02N	CC-F03	3000	2019-12-18	2019-12-18	0			
179	CUST	GC02N	02N	CC-F03	2250	2019-12-23	2019-12-23	0			
180	CUST	GC02N	02N	CC-F03	2250	2019-12-26	2019-12-26	0			
181	CUST	GC02N	02N	CC-F03	2250	2019-12-31	2019-12-31	0			
182	CUST	GC02N	02N	CC-F03	3750	2020-01-08	2020-01-08	0			
183	CUST	GC02N	02N	CC-F03	2442	2020-01-15	2020-01-15	0			
184	CUST	GC02N	02N	CC-F03	2308	2020-01-16	2020-01-16	0			
185	CUST	GC02N	02N	CC-F03	2000	2020-01-20	2020-01-20	0			
186	CUST	GC02N	02N	CC-F03	1917	2020-01-28	2020-01-28	0			
187	CUST	GC02N	02N	CC-F03	2000	2020-02-03	2020-02-03	0			
188	CUST	GC02N	02N	CC-F03	2333	2020-02-06	2020-02-06	0			
189	CUST	GC02N	02N	CC-F03	2723	2020-02-21	2020-02-21	0			
190	CUST	GC02N	02N	CC-F03	1768	2020-02-25	2020-02-25	0			
191	CUST	GC02N	02N	CC-F03	2000	2020-02-28	2020-02-28	0			
192	CUST	GC02N	02N	CC-F03	3000	2020-03-04	2020-03-04	0			
193	CUST	GC02N	02N	CC-F03	2667	2020-03-10	2020-03-10	0			
194	CUST	GC02N	02N	CC-F03	2000	2020-03-18	2020-03-18	0			
195	CUST	GC02N	02N	CC-F03	4746	2020-03-27	2020-03-27	0			
196	CUST	GC02N	02N	CC-F03	3386	2020-04-02	2020-04-02	0			
197	CUST	GC02N	02N	CC-F03	2201	2020-04-07	2020-04-07	0			
198	CUST	GC02N	02N	CC-F03	2171	2020-04-17	2020-04-17	0			
199	CUST	GC02N	02N	CC-F03	3738	2020-04-23	2020-04-23	0			
200	CUST	GC02N	02N	CC-F03	2758	2020-04-28	2020-04-28	0			
201	CUST	GC02N	02N	CC-F03	3000	2020-05-01	2020-05-01	0			
202	CUST	GC02N	02N	CC-F03	3000	2020-05-06	2020-05-06	0			
203	CUST	GC02N	02N	CC-F04	4500	2019-07-29	2019-07-29	0			
204	CUST	GC02N	02N	CC-F04	5250	2019-08-13	2019-08-13	0			
205	CUST	GC02N	02N	CC-F04	5583	2019-09-06	2019-09-06	0			
206	CUST	GC02N	02N	CC-F04	3000	2019-10-31	2019-10-31	0			
207	CUST	GC02N	02N	CC-F04	3750	2019-11-07	2019-11-07	0			
208	CUST	GC02N	02N	CC-F04	5250	2019-11-18	2019-11-18	0			
209	CUST	GC02N	02N	CC-F04	4962	2019-12-02	2019-12-02	0			
210	CUST	GC02N	02N	CC-F04	4500	2019-12-20	2019-12-20	0			
211	CUST	GC02N	02N	CC-F04	3000	2019-12-26	2019-12-26	0			
212	CUST	GC02N	02N	CC-F04	3000	2020-01-10	2020-01-10	0			
213	CUST	GC02N	02N	CC-F04	3250	2020-01-16	2020-01-16	0			
214	CUST	GC02N	02N	CC-F04	3954	2020-02-10	2020-02-10	0			
215	CUST	GC02N	02N	CC-F04	3823	2020-02-20	2020-02-20	0			
216	CUST	GC02N	02N	CC-F04	3667	2020-03-19	2020-03-19	0			
217	CUST	GC02N	02N	CC-F04	5333	2020-04-16	2020-04-16	0			
218	CUST	GC02N	02N	CC-F04	5000	2020-04-23	2020-04-23	0			
219	CUST	GC02N	02N	CC-F04	3000	2020-04-28	2020-04-28	0			
220	CUST	GC02N	02N	CC-F04	4334	2020-05-05	2020-05-05	0			
221	CUST	GC02N	02N	CC-F05	7500	2019-07-31	2019-07-31	0			
222	CUST	GC02N	02N	CC-F05	5244	2019-09-11	2019-09-11	0			
223	CUST	GC02N	02N	CC-F05	5323	2019-09-19	2019-09-19	0			
224	CUST	GC02N	02N	CC-F05	4833	2019-10-02	2019-10-02	0			
225	CUST	GC02N	02N	CC-F05	5421	2019-10-14	2019-10-14	0			
226	CUST	GC02N	02N	CC-F05	4663	2019-10-31	2019-10-31	0			
227	CUST	GC02N	02N	CC-F05	4500	2019-11-08	2019-11-08	0			
228	CUST	GC02N	02N	CC-F05	3036	2019-11-18	2019-11-18	0			
229	CUST	GC02N	02N	CC-F05	3667	2019-11-25	2019-11-25	0			
230	CUST	GC02N	02N	CC-F05	6750	2019-12-10	2019-12-10	0			
231	CUST	GC02N	02N	CC-F05	4475	2019-12-20	2019-12-20	0			
232	CUST	GC02N	02N	CC-F05	3775	2019-12-25	2019-12-25	0			
233	CUST	GC02N	02N	CC-F05	2666	2020-01-10	2020-01-10	0			
234	CUST	GC02N	02N	CC-F05	3847	2020-02-03	2020-02-03	0			
235	CUST	GC02N	02N	CC-F05	5986	2020-02-07	2020-02-07	0			
236	CUST	GC02N	02N	CC-F05	3383	2020-02-25	2020-02-25	0			
237	CUST	GC02N	02N	CC-F05	4284	2020-03-05	2020-03-05	0			
238	CUST	GC02N	02N	CC-F05	5226	2020-03-19	2020-03-19	0			
239	CUST	GC02N	02N	CC-F05	4955	2020-03-25	2020-03-25	0			
240	CUST	GC02N	02N	CC-F05	4486	2020-03-31	2020-03-31	0			
241	CUST	GC02N	02N	CC-F05	4333	2020-04-07	2020-04-07	0			
242	CUST	GC02N	02N	CC-F05	1628	2020-04-28	2020-04-28	0			
243	CUST	GC02N	02N	CC-F05	5000	2020-05-05	2020-05-05	0			
244	CUST	GC02N	02N	CC-F06	4500	2019-07-29	2019-07-29	0			
245	CUST	GC02N	02N	CC-F06	3000	2019-08-02	2019-08-02	0			
246	CUST	GC02N	02N	CC-F06	3000	2019-08-08	2019-08-08	0			
247	CUST	GC02N	02N	CC-F06	3750	2019-08-15	2019-08-15	0			
248	CUST	GC02N	02N	CC-F06	4500	2019-09-05	2019-09-05	0			
249	CUST	GC02N	02N	CC-F06	4500	2019-09-13	2019-09-13	0			
